taxpayer_id,C++,Go,Python
H007772-BFMQNK,1796101,1795777,1795777
H007773-ZM5P5O,7884,7884,7884
H007774-EX6R2X,-65966,-68001,-68001
H007775-BCUIIT,7566110,7114457,7114457
H007776-N0A4CO,1478754,319171,319171
H007777-DECE3C,296452,917032,917032
H007778-9IVEZX,-213173,-853515,-853515
H007779-TY4VXK,827582,1074386,1074386
H007780-1L6X1D,-484970,-1444587,-1444587
H007781-DKY7PZ,0,0,0
H007782-0IQ3DO,2506054,3970897,3970897
H007783-7ZXCNL,6967244,5329407,5329407
H007784-38EZ0T,0,0,0
H007785-SIB9WB,2878438,3341694,3341694
H007786-GVFEEA,649414,1778612,1778612
H007787-RINKDU,3473243,3153071,3153071
H007788-BPLF52,-31940,-1161269,-1161269
H007789-JOIITY,-506635,-407936,-407936
H007790-KIMEGE,0,0,0
H007791-R86XUY,0,0,0
H007792-TH4GHN,10223,195694,195694
H007793-NGEVSI,46519,310572,310572
H007794-9RBCGN,4668660,5756607,5756607
H007795-RPB5GW,4591842,4450608,4450608
H007796-FLTQS2,175430,175430,175430
H007797-89ERM5,-558930,-1744630,-1744630
H007798-F1XEU3,1742959,2993394,2993394
H007799-Y3UX71,3009905,2954229,2954229
H007800-339R8R,839987,826286,826286
H007801-U76FDI,3429871,3010971,3010971
H007802-Q3SE46,875034,836228,836228
H007803-LEFIPY,-287197,-276393,-276393
H007804-E75O46,5730557,10044756,10044756
H007805-WIWV81,-203108,-429088,-429088
H007806-61DNKF,-523801,-540684,-540684
H007807-CVI17X,218,218,218
H007808-B0OOW4,-523401,-459356,-459356
H007809-50I15S,899285,1916201,1916201
H007810-EHCBJL,115689,1171898,1171898
H007811-WKRAAI,0,0,0
H007812-TSQ4XO,6675631,7833251,7833251
H007813-T6BDBF,0,0,0
H007814-5Z3ODB,1839230,1830842,1830842
H007815-UL37TZ,1912045,1655083,1655083
H007816-XSDD8E,-214471,-230551,-230551
H007817-JCJPRG,14815163,17445662,17445662
H007818-0RMQ3L,-120084,209757,209757
H007819-MTAXO8,6775133,8660025,8660025
H007820-L0QIFE,0,0,0
H007821-F0C1PQ,918,918,918
H007822-0TFPE8,-18894,-378587,-378587
H007823-TRZVTC,8335124,8081950,8081950
H007824-OZAHIS,8346,8346,8346
H007825-O4II2J,-438633,-432945,-432945
H007826-0WIO4V,1517407,2086038,2086038
H007827-TWHIVH,2758494,886195,886195
H007828-1LWYNG,2170629,2443888,2443888
H007829-4S3M92,1574073,887145,887145
H007830-STQSYA,1390301,2570841,2570841
H007831-QF0C1R,846593,-41568,-41568
H007832-I3MPPR,397098,1307794,1307794
H007833-LXKO7L,0,0,0
H007834-YH5EKX,2004654,2143016,2143016
H007835-4GE7IT,2460955,2816983,2816983
H007836-ENL9TJ,2816995,3107701,3107701
H007837-SGB2QF,-185141,-167246,-167246
H007838-DA0S5O,7682797,8878373,8878373
H007839-U22MMO,-605664,-605508,-605508
H007840-F8GG5Y,7637148,8998380,8998380
H007841-SQD3A3,1648785,1530179,1530179
H007842-ULEW4X,4000,4000,4000
H007843-9T2OR9,0,0,0
H007844-E6FRWB,13539,-164873,-164873
H007845-SMUOMO,-6583,425677,425677
H007846-IRNCYF,-65433,-67490,-67490
H007847-ZH3J0U,1950320,4628407,4628407
H007848-C4CRPB,2237084,82966,82966
H007849-EUH83J,6465126,6737872,6737872
H007850-JPKTU2,-601275,-755137,-755137
H007851-RI25UI,0,0,0
H007852-G7UTN3,-403573,-268155,-268155
H007853-HJL4F8,-519461,-2463683,-2463683
H007854-RV3DYU,24959,24959,24959
H007855-6ACVWW,711,711,711
H007856-YC7WLN,12001,12001,12001
H007857-US5KVD,16887,16887,16887
H007858-A7RJQI,2364190,2860977,2860977
H007859-V93H23,360377,4404049,4404049
H007860-BYLL43,2108888,2537449,2537449
H007861-7FN4KL,11981,11981,11981
H007862-OWL3RV,-20064,-388610,-388610
H007863-7DB49A,-23501,-22263,-22263
H007864-CKCBEH,5998538,5736468,5736468
H007865-3GP7V0,-508430,-1763653,-1763653
H007866-VAYVWS,1416226,1194804,1194804
H007867-UCV3SC,2870800,2548219,2548219
H007868-ZWXQTC,9783349,10404753,10404753
H007869-HVGYMP,7988,7988,7988
H007870-1TZCNZ,6655823,7010920,7010920
H007871-CCDLPD,935926,83621,83621
H007872-J8K2I4,42948,42948,42948
H007873-BW3EIF,0,0,0
H007874-WIN96N,0,0,0
H007875-HXF7ZX,725143,1228695,1228695
H007876-HEK38V,3595471,3294164,3294164
H007877-8HC2GJ,2360664,346020,346020
H007878-DR2JT7,2915178,4418144,4418144
H007879-BQ8Y1X,0,0,0
H007880-I1KPK9,10374,10374,10374
H007881-29XJ1D,0,0,0
H007882-IT6BSD,669152,761321,761321
H007883-QR8MXN,8164,8164,8164
H007884-543AJZ,1352526,0,0
H007885-ZSX8Q5,4006,4006,4006
H007886-8GNVD3,1914557,1096784,1096784
H007887-IERHQK,-3724,-152692,-152692
H007888-Z12RRR,1165120,600461,600461
H007889-KCJWHF,0,0,0
H007890-U1XY28,303745,497685,497685
H007891-XD23Z0,928703,1719446,1719446
H007892-GB897Q,-10764,120267,120267
H007893-U5S72V,7212117,6254477,6254477
H007894-RQYSR0,824213,152564,152564
H007895-JF2IKH,9604,9604,9604
H007896-TFF4T6,3281710,4109164,4109164
H007897-9Z2EWA,2892405,1289446,1289446
H007898-HBV75M,392,637,637
H007899-JXN4WP,-145829,906751,906751
H007900-GFM2P6,26071,26071,26071
H007901-VAX6LC,-237317,-934013,-934013
H007902-HY5HMB,17360,17360,17360
H007903-TTM0P5,0,0,0
H007904-1H19RP,125375,77635,77635
H007905-02ALAP,1756398,480196,480196
H007906-X26JBA,0,0,0
H007907-YKH9KO,773534,1516384,1516384
H007908-HNZ8AL,2216431,2127876,2127876
H007909-6A0AKV,236,236,236
H007910-OMO7FG,6820768,6099872,6099872
H007911-PV2EJP,4289669,4341491,4341491
H007912-A6RA78,6588362,6523475,6523475
H007913-1EP4G2,-58225,-568248,-568248
H007914-YCQ25N,7593814,8722666,8722666
H007915-UZDF4S,-39242,-88347,-88347
H007916-RZ3WYD,0,0,0
H007917-45COH0,0,0,0
H007918-HQ4JF1,1725,0,0
H007919-W7M4OY,2301704,2955352,2955352
H007920-B0G0RL,-632577,-2011424,-2011424
H007921-39KW7J,2291085,1724581,1724581
H007922-HRZR33,0,0,0
H007923-76EOVC,-14312,-580132,-580132
H007924-1NOYYU,5651622,5754044,5754044
H007925-MJ21AR,2372810,1924874,1924874
H007926-EOO5M8,3651003,4657767,4657767
H007927-AU26E1,1805403,1814474,1814474
H007928-G9OVIO,415189,200196,200196
H007929-A3GXT0,1010211,1010211,1010211
H007930-S3B1B5,0,0,0
H007931-NEDUTT,3817714,5146460,5146460
H007932-1Y0PO9,1228,1228,1228
H007933-XV1AS1,3473373,3479397,3479397
H007934-YQ0IZ8,11343,11343,11343
H007935-GDG340,-49743,-325888,-325888
H007936-60MR8I,701323,275021,275021
H007937-65Z1LI,9273282,8788256,8788256
H007938-C2PH0Q,2843669,2915108,2915108
H007939-VXY0N5,4555533,4474984,4474984
H007940-UOOAT4,60686,60686,60686
H007941-QRRY07,1419714,1534983,1534983
H007942-W9IROG,-543357,-1262198,-1262198
H007943-PATZPC,5092234,4431479,4431479
H007944-EU6TAG,131834,594175,594175
H007945-JIDQ1U,0,0,0
H007946-VZTNCT,-84352,756371,756371
H007947-QUIV8W,1685024,2317424,2317424
H007948-NI4WB3,-90230,-192439,-192439
H007949-ZZJ4DL,-15943,-238975,-238975
H007950-9XVNF1,0,648471,648471
H007951-8RTAMN,18455,18455,18455
H007952-TM6RCI,0,0,0
H007953-MVXT0G,10686,10686,10686
H007954-82I9HC,0,0,0
H007955-BFG4EX,2129624,2097612,2097612
H007956-1A7AET,2513066,2922062,2922062
H007957-3UZZN8,2406,2406,2406
H007958-DUZ9WS,1593,1593,1593
H007959-9LBRNH,3195020,3733427,3733427
H007960-GW5DJF,2103546,1777690,1777690
H007961-W42G7E,11994,11994,11994
H007962-SRJ12V,-44145,-156468,-156468
H007963-J3B91F,-215623,-244568,-244568
H007964-QDTQQW,3667370,3632292,3632292
H007965-YZH66C,-48758,-176318,-176318
H007966-S2J72J,2543,2543,2543
H007967-LZUBOJ,-472851,-1811787,-1811787
H007968-8YJBHM,0,2802943,2802943
H007969-N9L9A7,14995559,14979473,14979473
H007970-T52O9Q,-383882,-400933,-400933
H007971-WBP1ND,-390792,-397462,-397462
H007972-0RID5G,-33404,-122684,-122684
H007973-YQWX9D,8344,8344,8344
H007974-1GOWHS,4988610,5984097,5984097
H007975-WE5GJY,2391250,2526628,2526628
H007976-F5KKID,1193,1193,1193
H007977-YB2BTH,6822136,6318937,6318937
H007978-DTY4QB,5593649,6763036,6763036
H007979-ABL63I,10494,10494,10494
H007980-SK5XHJ,1419104,1562116,1562116
H007981-B7F1BZ,3524030,4310468,4310468
H007982-31ORHQ,11991,11991,11991
H007983-PZE2E5,0,0,0
H007984-BEGVUV,-44509,-46357,-46357
H007985-31ELM1,-190285,-1798053,-1798053
H007986-RO168L,1320300,1787777,1787777
H007987-I8NECW,549361,7989,7989
H007988-AO8G4D,1150354,856523,856523
H007989-WPES69,0,0,0
H007990-UVBI8U,13040097,13040169,13040169
H007991-PD0MS5,4265458,3195652,3195652
H007992-F61WE8,1330516,1429361,1429361
H007993-FNES3F,0,0,0
H007994-XBNXEU,0,0,0
H007995-II214T,-39069,-115835,-115835
H007996-5NPOWF,-56143,-50053,-50053
H007997-R6WNH1,1126263,1513234,1513234
H007998-VLDQVI,323554,851537,851537
H007999-DR6JVV,3268910,3161901,3161901
H008000-4UOZ9Y,0,0,0
H008001-ZBV798,401149,1961956,1961956
H008002-R2U0AQ,23173,629207,629207
H008003-JR60E2,0,0,0
H008004-UN6W8J,12004,12004,12004
H008005-NXIDOS,-28337,-235642,-235642
H008006-UJXJ0C,0,0,0
H008007-NF4J45,1489566,2385078,2385078
H008008-JQNZ21,-170225,-196897,-196897
H008009-K0LEL6,3683971,3639242,3639242
H008010-EP54IH,60219,60219,60219
H008011-7I3EDL,13280,13280,13280
H008012-QF0NQH,1534886,408154,408154
H008013-WH46SK,-471267,-467710,-467710
H008014-OH1G3S,-115348,-129144,-129144
H008015-W9PSOV,12006,12006,12006
H008016-KYT629,2165647,2420238,2420238
H008017-D30SOG,498659,1179112,1179112
H008018-KJVQIA,-44200,-106005,-106005
H008019-PHC4LU,2421317,1865478,1865478
H008020-UTH39R,924,924,924
H008021-3EKJIB,-81497,-51784,-51784
H008022-TL2JTV,2563132,2090383,2090383
H008023-655RYX,1238287,1215776,1215776
H008024-BB0WR2,1489542,2018842,2018842
H008025-6PBMJB,-361550,-365019,-365019
H008026-HGX2QY,2628089,2628133,2628133
H008027-9HFNPP,7112410,6677415,6677415
H008028-9DWWAQ,993144,1025754,1025754
H008029-UMUR7W,47567,156191,156191
H008030-S6FAOX,740697,740697,740697
H008031-GDKQYX,98929,98929,98929
H008032-NPIKJW,0,0,0
H008033-9FAHS7,-223557,-63558,-63558
H008034-02BWNV,4014,4014,4014
H008035-9Y5WFJ,2873867,3593695,3593695
H008036-I8A4NI,3471659,4766404,4766404
H008037-H46269,12846,12846,12846
H008038-AWE0HE,47074,61468,61468
H008039-6J430M,16294,16294,16294
H008040-AGI1CZ,-271179,-1471626,-1471626
H008041-AEPGZB,1236331,4826042,4826042
H008042-QOSBTG,0,0,0
H008043-JUZ5AG,7553438,9460684,9460684
H008044-BYTK9B,646454,0,0
H008045-N3N8WI,0,0,0
H008046-MGQ1KW,529295,1169317,1169317
H008047-SZ0H40,2226946,778068,778068
H008048-9SX3VX,8979689,8264441,8264441
H008049-TBL1FC,7646969,8877206,8877206
H008050-W5OOTI,0,716224,716224
H008051-JTDUQD,465589,9888,9888
H008052-0JO74I,7450375,6851167,6851167
H008053-SC3C8R,-244413,-237870,-237870
H008054-VZNGF6,8000,8000,8000
H008055-3K1BWL,2629132,2661338,2661338
H008056-REDRYD,911955,1546618,1546618
H008057-FB2IK9,5241011,4427162,4427162
H008058-ZXYKMD,0,0,0
H008059-9U1QEO,7275544,10026577,10026577
H008060-3L9AYE,0,0,0
H008061-O2N0HV,673505,2435765,2435765
H008062-1HRCM8,3877762,2225327,2225327
H008063-CYX4MF,59247,200247,200247
H008064-G410JK,5701154,6906111,6906111
H008065-2BVHT4,-190551,-709175,-709175
H008066-5PHKIL,-394835,-1193139,-1193139
H008067-GLL73A,1928650,3201313,3201313
H008068-S8TUSX,-38695,-170242,-170242
H008069-H4I3SE,747732,2002210,2002210
H008070-GWC8AL,2524,2524,2524
H008071-SGYBUW,8008,8008,8008
H008072-SHXGW8,-382930,-384021,-384021
H008073-HYK7TO,-752918,-2205155,-2205155
H008074-U3BIMP,-39689,-82142,-82142
H008075-N2GYPK,11104,11104,11104
H008076-SF1QJ3,1036989,0,0
H008077-UX0413,0,0,0
H008078-MLOOYR,0,0,0
H008079-145PID,644453,0,0
H008080-9YU8W1,-42333,-218529,-218529
H008081-A69JJ7,675168,-29681,-29681
H008082-XOYD5H,1325207,1320878,1320878
H008083-Z0ZFXD,755589,713414,713414
H008084-G0SVWV,0,0,0
H008085-XPH6L4,6053,6053,6053
H008086-L3PVC3,706309,-32876,-32876
H008087-KUTZ1X,6223335,6188347,6188347
H008088-6PTZAX,0,0,0
H008089-HWA0ZC,0,0,0
H008090-6OG4NL,10070,10070,10070
H008091-TNIAMK,11163,1969544,1969544
H008092-CNB2WC,-225830,-187670,-187670
H008093-QAGZ6M,9726,9726,9726
H008094-MQBP5J,3521566,4020211,4020211
H008095-J2I1HN,-651119,-2277235,-2277235
H008096-435WXH,405664,-18525,-18525
H008097-RF37VC,4551999,4051515,4051515
H008098-1AO9CT,4851883,4905373,4905373
H008099-HW95QR,2971402,1758068,1758068
H008100-OSNCDR,931667,0,0
H008101-MVC52G,57758,57758,57758
H008102-W9GXSC,851764,2984154,2984154
H008103-XLOCOW,0,0,0
H008104-SVM120,-55992,993790,993790
H008105-B7TXFC,1862936,1464753,1464753
H008106-CXMD73,-516410,-1904310,-1904310
H008107-T0E8L5,3425394,3005676,3005676
H008108-4J29NG,163738,-12280,-12280
H008109-9X473O,0,0,0
H008110-KUK7NW,1237680,976652,976652
H008111-QWTO96,668086,663598,663598
H008112-0YBT4B,7086015,6775466,6775466
H008113-FH2TO3,0,0,0
H008114-K1F2AZ,2676234,3549536,3549536
H008115-E9Y661,0,0,0
H008116-VZAVH6,-169002,-151135,-151135
H008117-9WVO3Y,4511603,3969083,3969083
H008118-DNAC29,-485985,-1712903,-1712903
H008119-4YOBSE,1846668,32381,32381
H008120-5LI886,438222,3015,3015
H008121-R1UR71,950203,1229408,1229408
H008122-Y5WQDX,39728,424151,424151
H008123-8ABB4M,-926486,-3027871,-3027871
H008124-KM09AZ,0,0,0
H008125-1Z874A,-160350,-158863,-158863
H008126-4O85J0,380888,488774,488774
H008127-ED5O2O,2400903,2833237,2833237
H008128-DYQL7C,300711,300711,300711
H008129-KB94H4,720,720,720
H008130-IKBA22,-651515,-710571,-710571
H008131-8EGWCC,-65152,-69801,-69801
H008132-Y0UJOR,5509061,5488994,5488994
H008133-TZ2ZZE,2612722,2600809,2600809
H008134-00CP9I,1306599,3687208,3687208
H008135-K2QP9R,-115379,1490486,1490486
H008136-T5DH1C,1187639,1609386,1609386
H008137-0A1P33,316260,-45531,-45531
H008138-5RH84E,-86098,-213006,-213006
H008139-XWVIT2,-276124,-612996,-612996
H008140-LS7E3V,-101170,-32779,-32779
H008141-DG2OCN,713099,214115,214115
H008142-R8ZR3T,78858,2424394,2424394
H008143-PIEJLV,3838935,4963296,4963296
H008144-AFLREW,3042863,3143515,3143515
H008145-E1IN00,-325081,-301968,-301968
H008146-WZEIG4,0,0,0
H008147-57VUDX,5453364,5450590,5450590
H008148-1G9L3A,1512479,69248,69248
H008149-Z50G1N,11926,11926,11926
H008150-4RQQ2J,-169608,-168593,-168593
H008151-SCNTIB,-175928,-1116991,-1116991
H008152-Q094HH,-988834,-3659516,-3659516
H008153-D8QP1L,2026319,1186208,1186208
H008154-Z8S8Q6,7170722,5731908,5731908
H008155-8PPRPD,462,1585555,1585555
H008156-0JLJ5W,1077498,1408541,1408541
H008157-8RG56D,1350551,1186650,1186650
H008158-T0ZHG7,20789,20774,20774
H008159-H48RY6,0,0,0
H008160-55H4CW,0,0,0
H008161-8M6PE2,6960,6960,6960
H008162-YH6K41,48674,775565,775565
H008163-MMFCUJ,15888,22726,22726
H008164-FB35CT,34557,61724,61724
H008165-FC0KIF,8007,8007,8007
H008166-PZDOO7,9477538,11282662,11282662
H008167-M1XYMZ,4588172,5184476,5184476
H008168-87NKN5,11321537,13384877,13384877
H008169-F1T05B,1766192,2029116,2029116
H008170-0BGHB3,0,0,0
H008171-ITH8II,910,910,910
H008172-0J9E8Y,4335615,5197976,5197976
H008173-QEWVA6,10919,10919,10919
H008174-FKYHO3,4123797,4085315,4085315
H008175-XVMYQL,3898779,3930995,3930995
H008176-RCOMS1,3429507,2484757,2484757
H008177-Z6O4FF,-383048,-336630,-336630
H008178-MPFQQQ,4754856,4609942,4609942
H008179-0FSTSX,725600,587616,587616
H008180-Y7BG4F,959131,959131,959131
H008181-ZU7D9N,796,796,796
H008182-DM4KTG,2125717,2633795,2633795
H008183-Z2MNBD,536661,2500771,2500771
H008184-MI26LV,-774178,-2887040,-2887040
H008185-OWMG05,4594,4594,4594
H008186-Y8ZB34,-7243,21905,21905
H008187-Q615VL,-326658,-253199,-253199
H008188-CNA39C,6388811,8209569,8209569
H008189-GCD0CB,3104534,2718917,2718917
H008190-NTWA75,4229951,5139022,5139022
H008191-KD3KPD,501,538264,538264
H008192-NXXKS8,8889,8889,8889
H008193-QKDVOS,2182521,2156995,2156995
H008194-OMF23D,7952924,7253071,7253071
H008195-KLDWQN,169117,-67882,-67882
H008196-K7PB4P,0,0,0
H008197-5D9GMA,-53815,490151,490151
H008198-L218KC,10521,10521,10521
H008199-Z72D87,1315177,1018058,1018058
H008200-YOXHQQ,-46354,-350881,-350881
H008201-VKLBE6,1560508,1461298,1461298
H008202-PQA2M8,7089195,8046651,8046651
H008203-2T15ND,7318187,5421405,5421405
H008204-QIFZSA,3346281,3555589,3555589
H008205-NW3436,128378,305483,305483
H008206-MHPPSF,-648938,-481685,-481685
H008207-YJXCKW,-465485,-493826,-493826
H008208-EZGDI1,3362175,2307045,2307045
H008209-7HUS5F,3554828,4289675,4289675
H008210-U3EW6W,3684674,3170891,3170891
H008211-8WWFC7,2919482,2335080,2335080
H008212-1O30FX,292853,-30026,-30026
H008213-0DWPLS,-589310,-570693,-570693
H008214-FIWR9Y,2987,2987,2987
H008215-9ZC6Y0,-334487,-1164776,-1164776
H008216-UUFHAJ,588090,-552998,-552998
H008217-L08LMF,33818,33818,33818
H008218-RP0ZHP,-587179,-591317,-591317
H008219-OZG4DA,-249345,-449437,-449437
H008220-J3NFRN,10917,1315,1315
H008221-LM7C4B,-693867,-2506993,-2506993
H008222-XGRVLD,-165035,-307551,-307551
H008223-IVHIF2,298064,175238,175238
H008224-C4H5Y7,1653162,1097506,1097506
H008225-EE37B7,-153748,-325543,-325543
H008226-RPP473,-171369,2057281,2057281
H008227-4D5NRH,5079060,8188613,8188613
H008228-9W3W1X,6961705,6830015,6830015
H008229-S16K9E,0,0,0
H008230-L6WJE9,-92758,-359114,-359114
H008231-DLT15E,8033,8033,8033
H008232-9UWCNK,3410311,2957095,2957095
H008233-YQ2HEJ,0,0,0
H008234-49W7G5,-50462,-636831,-636831
H008235-1S794S,6521845,6891941,6891941
H008236-KF7J1P,929165,570222,570222
H008237-1L8A03,4761078,4910917,4910917
H008238-IR54GN,181047,1346706,1346706
H008239-MW30BB,4673783,4788276,4788276
H008240-L92A4I,-77344,-191453,-191453
H008241-UTSBD5,3212036,2276764,2276764
H008242-YJ1VWM,0,1715796,1715796
H008243-POQZJG,1155587,2517992,2517992
H008244-0Z9YMH,-411434,-1642244,-1642244
H008245-VX99NA,1157048,1379074,1379074
H008246-4YWMMX,-41058,-42469,-42469
H008247-78LLCS,22164,22164,22164
H008248-9C9X6B,3367817,4364768,4364768
H008249-HV1I84,-250263,-907947,-907947
H008250-VJMP4K,-47945,-116314,-116314
H008251-LUM6N5,1898438,2476711,2476711
H008252-0XPVYO,7986,7986,7986
H008253-EMXJ3P,1808462,2047961,2047961
H008254-GXW41N,4470221,6661628,6661628
H008255-WOI944,5223833,5266818,5266818
H008256-XVYXWV,0,0,0
H008257-S4WHAX,6269,6269,6269
H008258-1QEK38,2425241,3083760,3083760
H008259-U6UX1Q,-177402,-178495,-178495
H008260-V3J2UC,624229,763879,763879
H008261-9F91NE,3787,3787,3787
H008262-12VQ22,-124884,-907721,-907721
H008263-BZT97Y,643404,476076,476076
H008264-KCSIOQ,4928683,5198416,5198416
H008265-LC2FPV,0,0,0
H008266-Q7ZFJC,-115908,-112235,-112235
H008267-EXDX7Q,1782866,2168725,2168725
H008268-CA434B,673243,1033187,1033187
H008269-68IHC6,2087559,2595967,2595967
H008270-912W0S,-102586,-485321,-485321
H008271-GCZPMM,1274137,1492611,1492611
H008272-P24IB4,6717184,5790518,5790518
H008273-ZC0Q3U,-502878,-1455621,-1455621
H008274-YO1E7A,0,0,0
H008275-VNX2LC,1096928,1094896,1094896
H008276-Y3KLU3,-661334,-2295189,-2295189
H008277-HX2XX8,-55518,-82372,-82372
H008278-OQS4W3,-289028,-1282790,-1282790
H008279-3PJQBM,0,0,0
H008280-NTHBUZ,11103,11103,11103
H008281-T5KY3G,0,0,0
H008282-OD4368,8003,8003,8003
H008283-7TTVXB,-136450,-486148,-486148
H008284-TWFPXB,0,0,0
H008285-ZFPE7K,917299,900900,900900
H008286-27OBO4,4086813,4568286,4568286
H008287-UAYXED,801046,-409690,-409690
H008288-OHD3HV,2633031,2199662,2199662
H008289-GHG9SD,1351293,1418641,1418641
H008290-NUHYVG,3427337,317298,317298
H008291-VJIT7J,2909,2909,2909
H008292-TLENTJ,1257086,2256019,2256019
H008293-Y4SOGG,1408067,1004553,1004553
H008294-1T2Y9F,38463,38463,38463
H008295-NVVH21,8006,8006,8006
H008296-FR0WG8,947,947,947
H008297-3IDDWJ,-98521,-139542,-139542
H008298-HEPFUI,0,0,0
H008299-S1219R,0,0,0
H008300-ESXNVH,3551664,3891092,3891092
H008301-J3U329,0,0,0
H008302-CQRWG5,611801,610404,610404
H008303-Y29RBJ,801793,3139847,3139847
H008304-KE1X8V,877733,875762,875762
H008305-W1HTXG,645516,0,0
H008306-2XSOU3,4617928,5396567,5396567
H008307-ANYJOL,1259071,1201751,1201751
H008308-7ARZZR,5351,5351,5351
H008309-ZU1E0C,4302800,5178772,5178772
H008310-A660MX,-231109,-997493,-997493
H008311-ZHGWOJ,-465143,-445986,-445986
H008312-BTLMO1,18653,18653,18653
H008313-XUKLOV,11990,11990,11990
H008314-B69HUX,-803,404664,404664
H008315-HR2ZVC,7621792,5939040,5939040
H008316-L1C1SP,3504675,3582178,3582178
H008317-PLYE5Q,5217560,4508819,4508819
H008318-NOGVBB,8663746,7830788,7830788
H008319-MIBPSP,1951796,3979349,3979349
H008320-UQF4G2,4093444,5444060,5444060
H008321-0P8VA9,8241,8241,8241
H008322-G7PZNI,0,0,0
H008323-WS37MJ,-218068,-179202,-179202
H008324-Y7OCAL,-728100,-600238,-600238
H008325-6RAJI2,-241804,-886096,-886096
H008326-6ZUYYN,2034471,1954682,1954682
H008327-BC1B3M,2820715,2928180,2928180
H008328-73X3C1,527070,1629388,1629388
H008329-YJ40GK,3797,3797,3797
H008330-OSKBDI,5346154,6939790,6939790
H008331-1XW7FG,-469784,-453176,-453176
H008332-A8LKZV,1912544,1463393,1463393
H008333-Z7D69N,-15900,-169385,-169385
H008334-JVSECL,0,0,0
H008335-DV5B60,0,0,0
H008336-Z0X91T,3352410,3332746,3332746
H008337-XADH0U,2336852,2309019,2309019
H008338-OR5MBD,-209497,-190257,-190257
H008339-4HYGWC,5078472,5018184,5018184
H008340-F84B8X,-52102,-268491,-268491
H008341-GLHCUL,8607,16496,16496
H008342-XMK1A3,-417788,-434847,-434847
H008343-TC8BDI,6371018,5160389,5160389
H008344-K48KU6,238261,339736,339736
H008345-1Z7G57,3751008,3603822,3603822
H008346-IX76J6,-408210,-413359,-413359
H008347-MIK42U,2930235,872253,872253
H008348-228RCH,1521807,926688,926688
H008349-UGL91V,1525752,1833368,1833368
H008350-ZHYKNE,2100751,1243414,1243414
H008351-DVTSQN,0,0,0
H008352-Y5W4CR,2082690,2255923,2255923
H008353-J36516,-10964,-58052,-58052
H008354-O3VT7M,7991,7991,7991
H008355-HY2K9B,327642,386558,386558
H008356-LSB8N2,2395510,715808,715808
H008357-ME7JS0,203804,203804,203804
H008358-22WS0O,12224114,14356459,14356459
H008359-N5NS68,2552877,3276527,3276527
H008360-KX8V3R,1564810,17355,17355
H008361-5ETO4V,2117,2117,2117
H008362-8U8U0L,1069149,1810993,1810993
H008363-NT0EBX,3961010,4090268,4090268
H008364-3XO3W3,2357954,2351290,2351290
H008365-FSL8F0,9014630,8248065,8248065
H008366-S74CFI,6453057,4704913,4704913
H008367-17W6ZD,33623,33623,33623
H008368-TYTGPR,170291,0,0
H008369-RJ06OM,0,0,0
H008370-ZJD53I,2084604,2027378,2027378
H008371-5CRU02,0,0,0
H008372-ST1U6K,5486158,5486120,5486120
H008373-UZYC50,4000114,3552122,3552122
H008374-5DNEC4,4499521,4866081,4866081
H008375-156NLV,2001720,1974281,1974281
H008376-6CFIHI,-164877,-166618,-166618
H008377-4WB3DC,18104,301336,301336
H008378-0PCDL7,10539,1162,1162
H008379-B7WSGW,-99909,-376640,-376640
H008380-G3HCIV,719639,745064,745064
H008381-LEAEE0,17527,17527,17527
H008382-F7Z75P,1705128,2109196,2109196
H008383-TO6TPQ,-79000,-305805,-305805
H008384-W0NY5K,0,0,0
H008385-115H9W,-48870,462954,462954
H008386-68AIVE,-588831,-2089890,-2089890
H008387-422EU7,7792,7792,7792
H008388-OLVK4Y,685042,949367,949367
H008389-H914US,-382022,-210162,-210162
H008390-DWQRQC,0,0,0
H008391-CLPZLP,0,0,0
H008392-R2ZNNF,7253673,10211385,10211385
H008393-J2IFAC,2866,2866,2866
H008394-JQHSIB,11854,11854,11854
H008395-GDK5FG,1165303,523007,523007
H008396-NN6EPV,5948838,5954854,5954854
H008397-35FA4L,0,178955,178955
H008398-3USJXM,4267715,4335506,4335506
H008399-G2IOPI,-260602,-644620,-644620
H008400-A5MOCD,17188,17188,17188
H008401-WOUIQE,1379939,782740,782740
H008402-SKAUWQ,962784,1028688,1028688
H008403-D20H1B,1258443,2249552,2249552
H008404-Y7UEVD,8525,8525,8525
H008405-QUUB4L,2503818,2875679,2875679
H008406-2BVO9D,7830529,7911749,7911749
H008407-WTPD1N,1464407,3584183,3584183
H008408-YCFKH7,14840635,17787602,17787602
H008409-8U81YU,8094,8094,8094
H008410-2LBZ1P,-785683,-2685583,-2685583
H008411-RG73CU,3330490,3541161,3541161
H008412-VIH9HW,778654,915077,915077
H008413-DQVTNS,-286620,-1026919,-1026919
H008414-OBPLKQ,3544140,2976653,2976653
H008415-OSABJ7,-227672,-888628,-888628
H008416-SAKMNK,762916,518815,518815
H008417-188MDU,1778633,2459853,2459853
H008418-U1OJXH,0,0,0
H008419-1DLJG5,4072418,2421845,2480510
H008420-HEOM5F,125216,-38924,-38924
H008421-JOURXJ,4887503,5487811,5487811
H008422-INPBPL,-844577,-850191,-850191
H008423-00VYIH,175267,4841,4841
H008424-0YQ0R8,-50381,172810,172810
H008425-E2LHXT,-321112,-1173015,-1173015
H008426-JDWV09,8029085,6532927,6532927
H008427-NXVUKY,3938162,4436493,4436493
