taxpayer_id,out_v1,out_v2,out_v3
H008034-02BWNV,4014,4014,4014
H008035-9Y5WFJ,3593695,3593695,3593695
H008036-I8A4NI,4766404,4766404,4766404
H008037-H46269,12846,12846,12846
H008038-AWE0HE,61468,61468,61468
H008039-6J430M,16294,16294,16294
H008040-AGI1CZ,-1471626,-1471626,-1471626
H008041-AEPGZB,4826042,4826042,4826042
H008042-QOSBTG,0,0,0
H008043-JUZ5AG,9460684,9460684,9460684
H008044-BYTK9B,0,0,0
H008045-N3N8WI,0,0,0
H008046-MGQ1KW,1169317,1169317,1169317
H008047-SZ0H40,778068,778068,778068
H008048-9SX3VX,8264441,8264441,8264441
H008049-TBL1FC,8877206,8877206,8877206
H008050-W5OOTI,716224,716224,716224
H008051-JTDUQD,9888,9888,9888
H008052-0JO74I,6851167,6851167,6851167
H008053-SC3C8R,-237870,-237870,-237870
H008054-VZNGF6,8000,8000,8000
H008055-3K1BWL,2661338,2661338,2661338
H008056-REDRYD,1546618,1546618,1546618
H008057-FB2IK9,4427162,4427162,4427162
H008058-ZXYKMD,0,0,0
H008059-9U1QEO,10026577,10026577,10026577
H008060-3L9AYE,0,0,0
H008061-O2N0HV,2435765,2435765,2435765
H008062-1HRCM8,2225327,2225327,2225327
H008063-CYX4MF,200247,200247,200247
H008064-G410JK,6906111,6906111,6906111
H008065-2BVHT4,-709175,-709175,-709175
H008066-5PHKIL,-1193139,-1193139,-1193139
H008067-GLL73A,3201313,3201313,3201313
H008068-S8TUSX,-170242,-170242,-170242
H008069-H4I3SE,2002210,2002210,1949524
H008070-GWC8AL,2524,2524,2524
H008071-SGYBUW,8008,8008,8008
H008072-SHXGW8,-384021,-384021,-379290
H008073-HYK7TO,-2205155,-2205155,-2205155
H008074-U3BIMP,-82142,-82142,-82142
H008075-N2GYPK,11104,11104,11104
H008076-SF1QJ3,0,0,0
H008077-UX0413,0,0,0
H008078-MLOOYR,0,0,0
H008079-145PID,0,0,0
H008080-9YU8W1,-218529,-218529,-218529
H008081-A69JJ7,-29681,-29681,-29681
H008082-XOYD5H,1320878,1320878,1320878
H008083-Z0ZFXD,713414,713414,713414
H008084-G0SVWV,0,0,0
H008085-XPH6L4,6053,6053,6053
H008086-L3PVC3,-32876,-32876,-32876
H008087-KUTZ1X,6188347,6188347,6188347
H008088-6PTZAX,0,0,0
H008089-HWA0ZC,0,0,0
H008090-6OG4NL,10070,10070,10070
H008091-TNIAMK,1969544,1969544,1969544
H008092-CNB2WC,-187670,-187670,-187670
H008093-QAGZ6M,9726,9726,9726
H008094-MQBP5J,4020211,4020211,4020211
H008095-J2I1HN,-2277235,-2277235,-2277235
H008096-435WXH,-18525,-18525,-18525
H008097-RF37VC,4051515,4051515,4051515
H008098-1AO9CT,4905373,4905373,4905373
H008099-HW95QR,1758068,1758068,1758068
H008100-OSNCDR,0,0,0
H008101-MVC52G,57758,57758,57758
H008102-W9GXSC,2984154,2984154,2984154
H008103-XLOCOW,0,0,0
H008104-SVM120,993790,993790,993790
H008105-B7TXFC,1464753,1464753,1464753
H008106-CXMD73,-1904310,-1904310,-1904310
H008107-T0E8L5,3005676,3005676,3005676
H008108-4J29NG,-12280,-12280,-12280
H008109-9X473O,0,0,0
H008110-KUK7NW,976652,976652,976652
H008111-QWTO96,663598,663598,663598
H008112-0YBT4B,6775466,6775466,6775466
H008113-FH2TO3,0,0,0
H008114-K1F2AZ,3549536,3549536,3549536
H008115-E9Y661,0,0,0
H008116-VZAVH6,-151135,-151135,-151135
H008117-9WVO3Y,3969083,3969083,3969083
H008118-DNAC29,-1712903,-1712903,-1712903
H008119-4YOBSE,32381,32381,32381
H008120-5LI886,3015,3015,3015
H008121-R1UR71,1229408,1229408,1229408
H008122-Y5WQDX,424151,424151,424151
H008123-8ABB4M,-3027871,-3027871,-3027871
H008124-KM09AZ,0,0,0
H008125-1Z874A,-158863,-158863,-158863
H008126-4O85J0,488774,488774,488774
H008127-ED5O2O,2833237,2833237,2833237
H008128-DYQL7C,300711,300711,0
H008129-KB94H4,720,720,720
H008130-IKBA22,-710571,-710571,-710571
H008131-8EGWCC,-69801,-69801,-69801
H008132-Y0UJOR,5488994,5488994,5488994
H008133-TZ2ZZE,2600809,2600809,2600809
H008134-00CP9I,3687208,3687208,3687208
H008135-K2QP9R,1490486,1490486,1490486
H008136-T5DH1C,1609386,1609386,1609386
H008137-0A1P33,-45531,-45531,-45531
H008138-5RH84E,-213006,-213006,-213006
H008139-XWVIT2,-612996,-612996,-612996
H008140-LS7E3V,-32779,-32779,-32779
H008141-DG2OCN,214115,214115,214115
H008142-R8ZR3T,2424394,2424394,2424394
H008143-PIEJLV,4963296,4963296,4963296
H008144-AFLREW,3143515,3143515,3143515
H008145-E1IN00,-301968,-301968,-301968
H008146-WZEIG4,0,0,0
H008147-57VUDX,5450590,5450590,5450590
H008148-1G9L3A,69248,69248,69248
H008149-Z50G1N,11926,11926,11926
H008150-4RQQ2J,-168593,-168593,-168593
H008151-SCNTIB,-1116991,-1116991,-1116991
H008152-Q094HH,-3659516,-3659516,-3659516
H008153-D8QP1L,1186208,1186208,1186208
H008154-Z8S8Q6,5731908,5731908,5731908
H008155-8PPRPD,1585555,1585555,1585555
H008156-0JLJ5W,1408541,1408541,1408541
H008157-8RG56D,1186650,1186650,1186650
H008158-T0ZHG7,20774,20774,20774
H008159-H48RY6,0,0,0
H008160-55H4CW,0,0,0
H008161-8M6PE2,6960,6960,6960
H008162-YH6K41,775565,775565,775565
H008163-MMFCUJ,22726,22726,22726
H008164-FB35CT,61724,61724,61724
H008165-FC0KIF,8007,8007,8007
H008166-PZDOO7,11282662,11282662,11282662
H008167-M1XYMZ,5184476,5184476,5184476
H008168-87NKN5,13384877,13384877,13384877
H008169-F1T05B,2029116,2029116,1951397
H008170-0BGHB3,0,0,0
H008171-ITH8II,910,910,910
H008172-0J9E8Y,5197976,5197976,5197976
H008173-QEWVA6,10919,10919,10919
H008174-FKYHO3,4085315,4085315,4085315
H008175-XVMYQL,3930995,3930995,3930995
H008176-RCOMS1,2484757,2484757,2484757
H008177-Z6O4FF,-336630,-336630,-336630
H008178-MPFQQQ,4609942,4609942,4609942
H008179-0FSTSX,587616,587616,587616
H008180-Y7BG4F,959131,959131,959131
H008181-ZU7D9N,796,796,796
H008182-DM4KTG,2633795,2633795,2633795
H008183-Z2MNBD,2500771,2500771,2500771
H008184-MI26LV,-2887040,-2887040,-2887040
H008185-OWMG05,4594,4594,4594
H008186-Y8ZB34,21905,21905,21905
H008187-Q615VL,-253199,-253199,-253199
H008188-CNA39C,8209569,8209569,8209569
H008189-GCD0CB,2718917,2718917,2718917
H008190-NTWA75,5139022,5139022,5139022
H008191-KD3KPD,538264,538264,538264
H008192-NXXKS8,8889,8889,8889
H008193-QKDVOS,2156995,2156995,2156995
H008194-OMF23D,7253071,7253071,7253071
H008195-KLDWQN,-67882,-67882,-67882
H008196-K7PB4P,0,0,0
H008197-5D9GMA,490151,490151,490151
H008198-L218KC,10521,10521,10521
H008199-Z72D87,1018058,1018058,1018058
H008200-YOXHQQ,-350881,-350881,-345550
H008201-VKLBE6,1461298,1461298,1528246
H008202-PQA2M8,8046651,8046651,8046651
H008203-2T15ND,5421405,5421405,5421405
H008204-QIFZSA,3555589,3555589,3555589
H008205-NW3436,305483,305483,240925
H008206-MHPPSF,-481685,-481685,-481685
H008207-YJXCKW,-493826,-493826,-493826
H008208-EZGDI1,2307045,2307045,2307045
H008209-7HUS5F,4289675,4289675,4289675
H008210-U3EW6W,3170891,3170891,3170891
H008211-8WWFC7,2335080,2335080,2335080
H008212-1O30FX,-30026,-30026,-30026
H008213-0DWPLS,-570693,-570693,-570693
H008214-FIWR9Y,2987,2987,2987
H008215-9ZC6Y0,-1164776,-1164776,-1164776
H008216-UUFHAJ,-552998,-552998,-552998
H008217-L08LMF,33818,33818,33818
H008218-RP0ZHP,-591317,-591317,-591317
H008219-OZG4DA,-449437,-449437,-449437
H008220-J3NFRN,1315,1315,1315
H008221-LM7C4B,-2506993,-2506993,-2506993
H008222-XGRVLD,-307551,-307551,-307551
H008223-IVHIF2,175238,175238,175238
H008224-C4H5Y7,1097506,1097506,1097506
H008225-EE37B7,-325543,-325543,-325543
H008226-RPP473,2057281,2057281,2057281
H008227-4D5NRH,8188613,8188613,8188613
H008228-9W3W1X,6830015,6830015,6830015
H008229-S16K9E,0,0,0
H008230-L6WJE9,-359114,-359114,-359114
H008231-DLT15E,8033,8033,8033
H008232-9UWCNK,2957095,2957095,2957095
H008233-YQ2HEJ,0,0,0
H008234-49W7G5,-636831,-636831,-636831
H008235-1S794S,6891941,6891941,6891941
H008236-KF7J1P,570222,570222,570222
H008237-1L8A03,4910917,4910917,4910917
H008238-IR54GN,1346706,1346706,1346706
H008239-MW30BB,4788276,4788276,4788276
H008240-L92A4I,-191453,-191453,-191453
H008241-UTSBD5,2276764,2276764,2276764
H008242-YJ1VWM,1715796,1715796,1715796
H008243-POQZJG,2517992,2517992,2517992
H008244-0Z9YMH,-1642244,-1642244,-1642244
H008245-VX99NA,1379074,1379074,1379074
H008246-4YWMMX,-42469,-42469,-42469
H008247-78LLCS,22164,22164,22164
H008248-9C9X6B,4364768,4364768,4364768
H008249-HV1I84,-907947,-907947,-907947
H008250-VJMP4K,-116314,-116314,-116314
H008251-LUM6N5,2476711,2476711,2476711
H008252-0XPVYO,7986,7986,7986
H008253-EMXJ3P,2047961,2047961,2047961
H008254-GXW41N,6661628,6661628,6661628
H008255-WOI944,5266818,5266818,5266818
H008256-XVYXWV,0,0,0
H008257-S4WHAX,6269,6269,6269
H008258-1QEK38,3083760,3083760,3083760
H008259-U6UX1Q,-178495,-178495,-178495
H008260-V3J2UC,763879,763879,763879
H008261-9F91NE,3787,3787,3787
H008262-12VQ22,-907721,-907721,-907721
H008263-BZT97Y,476076,476076,476076
H008264-KCSIOQ,5198416,5198416,5198416
H008265-LC2FPV,0,0,0
H008266-Q7ZFJC,-112235,-112235,-112235
H008267-EXDX7Q,2168725,2168725,2168725
H008268-CA434B,1033187,1033187,1033187
H008269-68IHC6,2595967,2595967,2595967
H008270-912W0S,-485321,-485321,-485321
H008271-GCZPMM,1492611,1492611,1492611
H008272-P24IB4,5790518,5790518,5790518
H008273-ZC0Q3U,-1455621,-1455621,-1455621
H008274-YO1E7A,0,0,0
H008275-VNX2LC,1094896,1094896,1094896
H008276-Y3KLU3,-2295189,-2295189,-2295189
H008277-HX2XX8,-82372,-82372,-82372
H008278-OQS4W3,-1282790,-1282790,-1282790
H008279-3PJQBM,0,0,0
H008280-NTHBUZ,11103,11103,11103
H008281-T5KY3G,0,0,0
H008282-OD4368,8003,8003,8003
H008283-7TTVXB,-486148,-486148,-486148
H008284-TWFPXB,0,0,0
H008285-ZFPE7K,900900,900900,900900
H008286-27OBO4,4568286,4568286,4568286
H008287-UAYXED,-409690,-409690,-409690
H008288-OHD3HV,2199662,2199662,2199662
H008289-GHG9SD,1418641,1418641,1418641
H008290-NUHYVG,317298,317298,317298
H008291-VJIT7J,2909,2909,2909
H008292-TLENTJ,2256019,2256019,2256019
H008293-Y4SOGG,1004553,1004553,1004553
H008294-1T2Y9F,38463,38463,38463
H008295-NVVH21,8006,8006,8006
H008296-FR0WG8,947,947,947
H008297-3IDDWJ,-139542,-139542,-139542
H008298-HEPFUI,0,0,0
H008299-S1219R,0,0,0
H008300-ESXNVH,3891092,3891092,3891092
H008301-J3U329,0,0,0
H008302-CQRWG5,610404,610404,610404
H008303-Y29RBJ,3139847,3139847,3139847
H008304-KE1X8V,875762,875762,875762
H008305-W1HTXG,0,0,0
H008306-2XSOU3,5396567,5396567,5396567
H008307-ANYJOL,1201751,1201751,1201751
H008308-7ARZZR,5351,5351,5351
H008309-ZU1E0C,5178772,5178772,5178772
H008310-A660MX,-997493,-997493,-997493
H008311-ZHGWOJ,-445986,-445986,-445986
H008312-BTLMO1,18653,18653,18653
H008313-XUKLOV,11990,11990,11990
H008314-B69HUX,404664,404664,404664
H008315-HR2ZVC,5939040,5939040,5939040
H008316-L1C1SP,3582178,3582178,3582178
H008317-PLYE5Q,4508819,4508819,4508819
H008318-NOGVBB,7830788,7830788,7830788
H008319-MIBPSP,3979349,3979349,3979349
H008320-UQF4G2,5444060,5444060,5444060
H008321-0P8VA9,8241,8241,8241
H008322-G7PZNI,0,0,0
H008323-WS37MJ,-179202,-179202,-179202
H008324-Y7OCAL,-600238,-600238,-600238
H008325-6RAJI2,-886096,-886096,-886096
H008326-6ZUYYN,1954682,1954682,1954682
H008327-BC1B3M,2928180,2928180,2928180
H008328-73X3C1,1629388,1629388,1629388
H008329-YJ40GK,3797,3797,3797
H008330-OSKBDI,6939790,6939790,6939790
H008331-1XW7FG,-453176,-453176,-453176
H008332-A8LKZV,1463393,1463393,1463393
H008333-Z7D69N,-169385,-169385,-169385
H008334-JVSECL,0,0,0
H008335-DV5B60,0,0,0
H008336-Z0X91T,3332746,3332746,3383807
H008337-XADH0U,2309019,2309019,2309019
H008338-OR5MBD,-190257,-190257,-190257
H008339-4HYGWC,5018184,5018184,5018184
H008340-F84B8X,-268491,-268491,-268491
H008341-GLHCUL,16496,16496,16496
H008342-XMK1A3,-434847,-434847,-434847
H008343-TC8BDI,5160389,5160389,5191466
H008344-K48KU6,339736,339736,339736
H008345-1Z7G57,3603822,3603822,3603822
H008346-IX76J6,-413359,-413359,-413359
H008347-MIK42U,872253,872253,872253
H008348-228RCH,926688,926688,926688
H008349-UGL91V,1833368,1833368,1833368
H008350-ZHYKNE,1243414,1243414,1243414
H008351-DVTSQN,0,0,0
H008352-Y5W4CR,2255923,2255923,2255923
H008353-J36516,-58052,-58052,-58052
H008354-O3VT7M,7991,7991,7991
H008355-HY2K9B,386558,386558,386558
H008356-LSB8N2,715808,715808,715808
H008357-ME7JS0,203804,203804,203804
H008358-22WS0O,14356459,14356459,14356459
H008359-N5NS68,3276527,3276527,3276527
H008360-KX8V3R,17355,17355,17355
H008361-5ETO4V,2117,2117,2117
H008362-8U8U0L,1810993,1810993,1810993
H008363-NT0EBX,4090268,4090268,4090268
H008364-3XO3W3,2351290,2351290,2351290
H008365-FSL8F0,8248065,8248065,8248065
H008366-S74CFI,4704913,4704913,3499128
H008367-17W6ZD,33623,33623,33623
H008368-TYTGPR,0,0,0
H008369-RJ06OM,0,0,0
H008370-ZJD53I,2027378,2027378,2027378
H008371-5CRU02,0,0,0
H008372-ST1U6K,5486120,5486120,5486120
H008373-UZYC50,3552122,3552122,3552122
H008374-5DNEC4,4866081,4866081,4866081
H008375-156NLV,1974281,1974281,1974281
H008376-6CFIHI,-166618,-166618,-166618
H008377-4WB3DC,301336,301336,301336
H008378-0PCDL7,1162,1162,1162
H008379-B7WSGW,-376640,-376640,-376640
H008380-G3HCIV,745064,745064,745064
H008381-LEAEE0,17527,17527,17527
H008382-F7Z75P,2109196,2109196,2109196
H008383-TO6TPQ,-305805,-305805,-305805
H008384-W0NY5K,0,0,0
H008385-115H9W,462954,462954,462954
H008386-68AIVE,-2089890,-2089890,-2089890
H008387-422EU7,7792,7792,7792
H008388-OLVK4Y,949367,949367,949367
H008389-H914US,-210162,-210162,-210162
H008390-DWQRQC,0,0,0
H008391-CLPZLP,0,0,0
H008392-R2ZNNF,10211385,10211385,10211385
H008393-J2IFAC,2866,2866,2866
H008394-JQHSIB,11854,11854,11854
H008395-GDK5FG,523007,523007,523007
H008396-NN6EPV,5954854,5954854,5954854
H008397-35FA4L,178955,178955,178955
H008398-3USJXM,4335506,4335506,4335506
H008399-G2IOPI,-644620,-644620,-644620
H008400-A5MOCD,17188,17188,17188
H008401-WOUIQE,782740,782740,782740
H008402-SKAUWQ,1028688,1028688,1028688
H008403-D20H1B,2249552,2249552,2249552
H008404-Y7UEVD,8525,8525,8525
H008405-QUUB4L,2875679,2875679,2577181
H008406-2BVO9D,7911749,7911749,7911749
H008407-WTPD1N,3584183,3584183,3584183
H008408-YCFKH7,17787602,17787602,17787602
H008409-8U81YU,8094,8094,8094
H008410-2LBZ1P,-2685583,-2685583,-2685583
H008411-RG73CU,3541161,3541161,3541161
H008412-VIH9HW,915077,915077,915077
H008413-DQVTNS,-1026919,-1026919,-1026919
H008414-OBPLKQ,2976653,2976653,2976653
H008415-OSABJ7,-888628,-888628,-888628
H008416-SAKMNK,518815,518815,518815
H008417-188MDU,2459853,2459853,2459853
H008418-U1OJXH,0,0,0
H008419-1DLJG5,2480510,2421845,2421845
H008420-HEOM5F,-38924,-38924,-38924
H008421-JOURXJ,5487811,5487811,5487811
H008422-INPBPL,-850191,-850191,-850191
H008423-00VYIH,4841,4841,4841
H008424-0YQ0R8,172810,172810,172810
H008425-E2LHXT,-1173015,-1173015,-1173015
H008426-JDWV09,6532927,6532927,6131219
H008427-NXVUKY,4436493,4436493,4436493
H008428-IACVJL,-2580579,-2580579,-2580579
H008429-6EKT2K,36907,36907,20160
H008430-KMLKVI,806857,806857,806857
H008431-DZ1W8X,809237,809237,809237
H008432-EVI6LR,0,0,0
H008433-BF0Z32,0,0,0
H008434-QOU3IC,1447750,1447750,1447750
H008435-UABKMJ,4015,4015,4015
H008436-EDKRPN,6542789,6542789,6542789
H008437-B759V4,-68159,-68159,-68159
H008438-XFPJNB,2040888,2040888,2040888
H008439-S0MTAB,3895931,3895931,3895931
H008440-MMMSJE,2686819,2686819,2686819
H008441-I4A25Q,0,0,0
H008442-3WYZOC,15343540,15343540,15343540
H008443-CQCRSU,-134840,-134840,-134840
H008444-J2OAEH,-375051,-375051,-375051
H008445-79D1WR,0,0,0
H008446-RWO9QQ,1122100,1122100,1122100
H008447-M032RB,-1066829,-1066829,-1066829
H008448-6I7HBK,14711537,14711537,14711537
H008449-FUHFB5,2087121,2087121,2087121
H008450-A6PGOU,4857276,4857276,4857276
H008451-D4YWJK,-759427,-759427,-759427
H008452-5A4VT0,6394813,6394813,6394813
H008453-RF491V,-332862,-332862,-332862
H008454-Y02X12,0,0,0
H008455-S3YPTN,4079,4079,4079
H008456-NTAKOJ,-394866,-394866,-394866
H008457-1YN04R,1518657,1518657,1518657
H008458-T08QN1,1617773,1617773,1617773
H008459-XWDQLE,5446351,5446351,5446351
H008460-IC37SS,-71675,-71675,-71675
H008461-PFSIT0,-928644,-928644,-928644
H008462-10JTVP,0,0,0
H008463-7SFF9F,1970628,1970628,1970628
H008464-BPA9TP,-50377,-50377,-50377
H008465-7NCNPU,584129,584129,584129
H008466-I9TAEI,914179,914179,914179
H008467-MX4B43,4803126,4803126,4803126
H008468-W4RTH5,5266605,5266605,5266605
H008469-71NZFF,3986,3986,3986
H008470-7JFS0T,0,0,0
H008471-K42KDK,3204893,3204893,3204893
H008472-C322LP,29829,29829,29829
H008473-PWNDM3,10591,10591,10591
H008474-071CU6,-13610,-13610,-13610
H008475-SJ5HMV,2769490,2769490,2769490
H008476-MAQR2N,3419185,3419185,3419185
H008477-2822DR,3767037,3767037,3767037
H008478-R5YMSI,2348083,2348083,2348083
H008479-DLFC6P,9216855,9216855,9216855
H008480-P6RHWH,641454,808638,1013151
H008481-YKZOWF,992316,992316,992316
H008482-4ZWI5R,1085350,1085350,1085350
H008483-VBN317,2074823,2074823,2074823
H008484-WGJK7D,3748025,3748025,3748025
H008485-CXCZGU,7990562,7990562,7990562
H008486-44KDMY,2912,2912,2912
H008487-O79FSY,3940205,3940205,3940205
H008488-GNZ9EF,2563280,2563280,2563280
H008489-7FRYPT,2380925,2380925,2380925
H008490-I60JSG,-3486238,-3486238,-3486238
H008491-K7I93U,-193036,-193036,-193036
H008492-S86P7X,439723,439723,439723
H008493-F7TASX,0,0,0
H008494-FIHIFI,-192195,-192195,-192195
H008495-RH00W2,-339803,-339803,-339803
H008496-NG0LYI,2677826,2677826,2677826
H008497-IX7Y8V,5186584,5186584,5186584
H008498-1O3HYN,6554187,6554187,6554187
H008499-J9Q7SD,1116194,1116194,1116194
H008500-FZLCDZ,1776165,1776165,1776165
H008501-9FZ8VB,6447547,6447547,6447547
H008502-MRN1M4,0,0,0
H008503-9TVWZA,3753902,3753902,3753902
H008504-FDXIEX,4166576,4166576,4166576
H008505-1Z0LKS,1102977,1102977,1102977
H008506-BCYRON,-365481,-365481,-365481
H008507-90LDPE,727588,727588,727588
H008508-9Y853P,12012,12012,12012
H008509-DQ2565,2693883,2693883,2693883
H008510-T11S8H,8775,8775,8775
H008511-PF7TKX,4701229,4701229,4701229
H008512-0YGW45,0,0,0
H008513-PE0ONK,0,0,0
H008514-XWSYB5,1251901,1251901,1251901
H008515-W8Q72Z,2099693,2099693,1900896
H008516-ZCMJ38,-164110,-164110,-164110
H008517-WICBHO,0,0,0
H008518-7LWVYP,4464,4464,4464
H008519-KE3RQB,5177186,5177186,5177186
H008520-AB2PVN,13266458,13266458,13266458
H008521-YEUC7H,-1047082,-1047082,-1047082
H008522-PYDV7I,630,630,630
H008523-6DURJZ,-2190,-2190,-2190
H008524-4LFOVQ,7439,7439,7439
H008525-LMMSFI,778,778,778
H008526-HS052W,8524126,8524126,8524126
H008527-T0FAZK,4173075,4173075,4173075
H008528-AE94VL,5310455,5310455,5310455
H008529-W48S9H,1653982,1653982,1653982
H008530-PZE840,-99226,-99226,-99226
H008531-2RE3LJ,6000,6000,6000
H008532-G05K7O,0,0,0
H008533-G4G57N,2101779,2101779,2101779
H008534-ZUEGM7,3879614,3879614,3879614
H008535-CXQAV9,3601946,3601946,3601946
H008536-OABXA9,0,0,0
H008537-DW66UQ,1127911,1127911,1127911
H008538-APSA0O,8504,8504,8504
H008539-7OAGGL,4560344,4560344,4560344
H008540-STUQYN,-40462,-40462,-40462
H008541-CXTWO3,-35878,-35878,-35878
H008542-TUPQGH,0,0,0
H008543-9R3KDF,-297424,-297424,-297424
H008544-5SLSK1,11996,11996,11996
H008545-4PKOQO,6194701,6194701,6194701
H008546-M4IYOZ,-315474,-315474,-315474
H008547-SLF6MU,2358381,2358381,2358381
H008548-37DUWP,630753,630753,630753
H008549-TPX1GE,0,0,0
H008550-WDEWNG,3636887,3636887,3636887
H008551-GQRJHQ,6898,6898,6898
H008552-MAOMP8,3193365,3193365,3193365
H008553-J2JN4K,16064,16064,16064
H008554-2QBVYY,1808047,1808047,1808047
H008555-YSS1WE,564844,564844,564844
H008556-TJ1YBX,898654,898654,898654
H008557-VBLF73,12088476,12088476,12088476
H008558-DY3D5Z,5581070,5581070,5581070
H008559-4RAW5J,0,0,0
H008560-F1S2SR,-501258,-501258,-501258
H008561-QFWKW0,114127,114127,114127
H008562-HOQC5N,78857,78857,78857
H008563-069FPY,2010943,2010943,2010943
H008564-VPISCF,21879,21879,21879
H008565-Y1KA68,10754904,10754904,10754904
H008566-80NTZZ,840024,840024,840024
H008567-2RT40D,-2245757,-2245757,-2245757
H008568-8JUKBC,299086,299086,299086
H008569-8PI08X,3360377,3360377,3360377
H008570-54O52N,8866372,8866372,8866372
H008571-YOY0PD,0,0,0
H008572-ZM9B44,5963362,5963362,5963362
H008573-D7WSYJ,-212209,-212209,-212209
H008574-HDJB39,546074,546074,546074
H008575-DPTB8Z,0,0,0
H008576-6OHD7S,3680839,3680839,3680839
H008577-PY180W,351983,351983,351983
H008578-L8F25Q,-1022573,-1022573,-1022573
H008579-HSM1NG,1541232,1541232,1541232
H008580-R022BF,0,0,0
H008581-H2AB2M,0,0,0
H008582-PXNM0X,-727884,-727884,-727884
H008583-2M0KVP,0,0,0
H008584-PJPMA1,-4028762,-4028762,-4028762
H008585-XNVY97,6078270,6078270,6078270
H008586-QX44Z5,794,794,794
H008587-PXZ3EL,3186467,3186467,3186467
H008588-FJEU8J,3574103,3574103,3574103
H008589-759H46,12373093,12373093,12373093
H008590-F17BOH,10278224,10278224,10278224
H008591-NSB5UN,415429,415429,415429
H008592-ZKM4IB,3216,3216,3216
H008593-4P2RRF,-1086833,-1086833,-1086833
H008594-EGA1IC,-156695,-156695,-156695
H008595-OUC5HW,1973518,1973518,1973518
H008596-46ZPW7,1099146,1099146,1099146
H008597-TTL9ZT,85357,85357,85357
H008598-GIKUV3,96011,96011,96011
H008599-KTIKQV,8538630,8538630,8538630
H008600-EDB7LA,-75478,-75478,-75478
H008601-MZH0D4,5520425,5520425,5520425
H008602-2D4Y0C,-143123,-143123,-137627
H008603-YWZLLL,-362373,-362373,-362373
H008604-QUHWRN,0,0,0
H008605-3939BO,0,0,0
H008606-B7DHIS,0,0,0
H008607-DKYPHS,3862677,3862677,3862677
H008608-9VM8FE,17541,17541,17541
H008609-NU3SAC,572287,572287,1337711
H008610-N44MV3,11988,11988,11988
H008611-01YYRI,6814655,6875406,7371892
H008612-UW2AXH,1622551,1622551,1622551
H008613-60TC1D,-292872,-292872,-292872
H008614-ZSFCY0,2126538,2126538,2126538
H008615-SRL6W9,-1457807,-1457807,-1457807
H008616-I359DM,0,0,0
H008617-U5NAVY,-86065,-86065,-86065
H008618-FNPLIC,3866755,3866755,3866755
H008619-KNHMSJ,3172449,3172449,3172449
H008620-8TF6QG,3391639,3391639,3391639
H008621-LADOK9,399431,399431,399431
H008622-J92A2N,3438531,3438531,3438531
H008623-2PKG52,1633682,1633682,1633682
H008624-7J5YRO,4369970,4369970,4369970
H008625-X3TU8V,3844489,3844489,3844489
H008626-XRNWEC,448655,448655,448655
H008627-52UQQF,12019,12019,12019
H008628-09NW8K,6510734,6510734,6510734
H008629-MFCL3G,11987,11987,11987
H008630-1IAI67,5707345,5707345,5707345
H008631-Q2SKUB,8966510,8966510,8966510
H008632-DPMK4K,3403,3403,3403
H008633-0HGDGT,3037214,3037214,3037214
H008634-BI72CM,-238319,-238319,-238319
H008635-GGIN95,2177366,2177366,2177366
H008636-KRO1RJ,3327,3327,3327
H008637-HGYSPD,1399641,1399641,1399641
H008638-FDD3AV,14074472,14074472,14074472
H008639-WPKMI1,8010,8010,8010
H008640-NBBGJX,-979759,-979759,-979759
H008641-HB59RK,-1969308,-1969308,-1859927
H008642-BHEAJ6,908736,908736,908736
H008643-BAIFMY,4773665,4773665,4773665
H008644-TEMIPX,6088713,6088713,6088713
H008645-7YUKK0,-190426,-190426,-189262
H008646-2G9UFT,-268324,-268324,-268324
H008647-XU3OVR,-414097,-414097,-414097
H008648-537KK7,796,796,796
H008649-KXXLQN,0,0,0
H008650-C9TNYC,0,0,0
H008651-4D8UX5,-1080177,-1080177,-1080177
H008652-LB8GCO,3307868,3307868,3307868
H008653-53P0OT,0,0,0
H008654-JXPJG9,3227768,3227768,3227768
H008655-K1UNVH,3792629,3792629,3792629
H008656-I0LJFT,1715801,1715801,1715801
H008657-XNMIFZ,4700947,4700947,4700947
H008658-6V9Y3U,3956851,3956851,3956851
H008659-LA7ZTM,7107,7107,7107
H008660-WAQYJC,-132553,-132553,-132553
H008661-THW7L9,622663,622663,622663
H008662-TONK4F,935947,935947,935947
H008663-QUCNPO,2542188,2542188,2542188
H008664-6S3VW3,1042835,1042835,1042835
H008665-JUSC96,0,0,0
H008666-6AY8R0,-62630,-62630,-62630
H008667-M6QD7A,3283492,3283492,3283492
H008668-IWXZBP,-512597,-512597,-512597
H008669-TD0KKW,0,0,0
H008670-0KGWQL,154016,154016,154016
H008671-I6DB38,31317,31317,31317
H008672-01491M,1894472,1894472,1894472
H008673-00NJ5E,900,900,900
H008674-M2S2WU,0,0,0
H008675-GTZO2C,1112061,1112061,1112061
H008676-KHTNQH,1058954,1058954,1058954
H008677-RLG6MG,-4204589,-4204589,-4204589
H008678-7QMBW4,6402421,6402421,6402421
H008679-S574F6,-3470304,-3470304,-3608563
H008680-RI5BR1,0,0,0
H008681-2PHUXO,585447,585447,585447
H008682-T0EC9Q,-675906,-675906,-675906
H008683-W3CQJK,-286549,-286549,-286549
H008684-T085DG,11988,11988,11988
H008685-SPOCWU,3025172,3025172,3025172
